No.,Object Name,RA-s,Dec-s,RA,Dec,Object Type,cz (Velocity),Redshift (z),z flag,Separation,Reference,Note,Photometry,Position,Redshift,Diameter,Distances,Classification,Images,Spectra
64639,WISEA J234121.08+002441.1,23h41m21.1029s,+00d24m40.692s,355.3379289137,0.4113033709,*,,,,55.7134948367262,0,0,17,2,0,4,0,0,0,0
64640,WISEA J233441.31-001629.6,23h34m41.3190s,-00d16m29.678s,353.6721626,-0.2749108,IrS,,,,55.7143975871007,0,0,12,1,0,0,0,0,0,0
64641,WISEA J233406.87+003223.6,23h34m06.8793s,+00d32m23.682s,353.528664,0.5399118,IrS,,,,55.7144899971196,0,0,12,1,0,0,0,0,0,0
64642,WISEA J234122.02+001017.6,23h41m22.0279s,+00d10m17.650s,355.3417833,0.1715697,IrS,,,,55.714569538424,0,0,12,1,0,0,0,0,0,0
64643,WISEA J234047.65+004653.4,23h40m47.6510s,+00d46m53.478s,355.198546,0.7815217,IrS,,,,55.7146163441764,0,0,12,1,0,0,0,0,0,0
64644,WISEA J234123.40+001749.3,23h41m23.4087s,+00d17m49.300s,355.3475364,0.297028,IrS,,,,55.7148853475669,0,0,12,1,0,0,0,0,0,0
64645,WISEA J233401.92+002723.4,23h34m01.9521s,+00d27m23.198s,353.508133734,0.4564440031,*,,,,55.7149714832527,0,0,17,2,0,4,0,0,0,0
64646,WISEA J233903.04+010821.8,23h39m03.0407s,+01d08m21.808s,354.7626699,1.1393911,*,,,,55.7150233213446,0,0,29,5,0,4,0,0,0,0
64647,SDSS J233425.71-001025.6,23h34m25.7180s,-00d10m25.661s,353.6071586702,-0.173794788,G,,,,55.7150471527645,0,0,15,1,0,4,0,0,0,0
64648,SDSS J234116.44+000243.5,23h41m16.4488s,+00d02m43.553s,355.318536711,0.0454314634,G,,,,55.716997104608,0,0,15,1,0,3,0,0,0,0
64649,SDSS J234040.55+004928.3,23h40m40.5587s,+00d49m28.352s,355.1689947102,0.8245424507,G,,,,55.71780623995,0,0,15,1,0,4,0,0,0,0
64650,WISEA J233357.72+001551.7,23h33m57.7446s,+00d15m52.210s,353.4906028443,0.2645028347,G,,,,55.7179840251277,0,0,31,3,0,4,0,0,0,0
64651,WISEA J233645.03+011033.5,23h36m45.0372s,+01d10m33.550s,354.1876553,1.1759861,*,,,,55.718108415687,0,0,23,3,0,4,0,0,0,0
64652,WISEA J234118.68+000506.8,23h41m18.6871s,+00d05m06.870s,355.327863,0.0852418,IrS,,,,55.7181212140779,0,0,12,1,0,0,0,0,0,0
64653,WISEA J234046.83-001400.5,23h40m46.8310s,-00d14m00.558s,355.1951293,-0.2334885,G,,,,55.7184027783826,0,0,27,2,0,4,0,0,0,0
64654,SDSS J233843.16-003652.7,23h38m43.1643s,-00d36m52.712s,354.6798512353,-0.6146424145,G,,,,55.7188566060805,0,0,15,1,0,4,0,0,0,0
64655,SDSS J233739.58-003907.0,23h37m39.5848s,-00d39m07.098s,354.4149368683,-0.6519717982,*,,,,55.7188854334309,0,0,5,1,0,4,0,0,0,0
64656,SDSS J233439.95-001602.0,23h34m39.9517s,-00d16m02.097s,353.6664654625,-0.2672493529,G,,,,55.7192762166007,0,0,15,1,0,4,0,0,0,0
64657,SDSS J234118.39+000445.9,23h41m18.3939s,+00d04m45.935s,355.3266414039,0.0794264435,G,,,,55.7194727656327,0,0,15,1,0,4,0,0,0,0
64658,SDSS J234121.17+000835.7,23h41m21.1719s,+00d08m35.764s,355.338216247,0.143267773,*,,,,55.7204527106323,0,0,5,1,0,3,0,0,0,0
64659,WISEA J233744.12-003906.8,23h37m44.1271s,-00d39m06.809s,354.433863,-0.6518915,*,,,,55.720466985467,0,0,17,2,0,4,0,0,0,0
64660,SDSS J233539.64-003012.1,23h35m39.6411s,-00d30m12.114s,353.9151712553,-0.5033650442,*,,,,55.7211006567395,0,0,5,1,0,4,0,0,0,0
64661,WISEA J233653.51-003751.8,23h36m53.5185s,-00d37m51.845s,354.2229938,-0.6310683,IrS,,,,55.7214076203928,0,0,12,1,0,0,0,0,0,0
64662,WISEA J234116.76+003012.4,23h41m16.7469s,+00d30m12.254s,355.319779,0.503404,*,,,,55.721682797859,0,0,23,3,0,4,0,0,0,0
64663,WISEA J233818.29-003819.1,23h38m18.2980s,-00d38m19.152s,354.5762417,-0.6386534,IrS,,,,55.7219657048082,0,0,12,1,0,0,0,0,0,0
64664,WISEA J233923.41-003251.4,23h39m23.4871s,-00d32m49.810s,354.8478632677,-0.5471695736,*,,,,55.721970675822,0,0,17,2,0,4,0,0,0,0
64665,SDSS J233403.90+002939.1,23h34m03.9076s,+00d29m39.164s,353.5162817432,0.4942124568,*,,,,55.7221833755419,0,0,5,1,0,4,0,0,0,0
64666,WISEA J233940.86+010331.0,23h39m40.8608s,+01d03m31.008s,354.9202536,1.0586134,IrS,,,,55.7222327688199,0,0,12,1,0,0,0,0,0,0
64667,WISEA J233437.37-001507.2,23h34m37.3486s,-00d15m07.241s,353.6556194291,-0.2520114827,*,,,,55.7225493878282,0,0,17,2,0,4,0,0,0,0
64668,SDSS J233520.67+005958.5,23h35m20.6778s,+00d59m58.597s,353.8361575746,0.9996105414,G,,,,55.7225496905793,0,0,15,1,0,4,0,0,0,0
64669,GALEXMSC J233859.92-003528.4,23h38m59.9253s,-00d35m28.463s,354.749688935483,-0.591239817968781,UvS,,,,55.72264820979,0,0,3,1,0,0,0,0,0,0
64670,WISEA J233745.08+011218.6,23h37m45.0899s,+01d12m18.697s,354.4378749,1.2051938,IrS,,,,55.7229333619341,0,0,12,1,0,0,0,0,0,0
64671,WISEA J233854.82+010908.5,23h38m54.8234s,+01d09m08.596s,354.7284312,1.152388,IrS,,,,55.7230347107418,0,0,12,1,0,0,0,0,0,0
64672,SDSS J233753.61-003901.7,23h37m53.6179s,-00d39m01.719s,354.4734081887,-0.6504777403,G,,,,55.7237799902076,0,0,19,2,0,4,0,0,0,0
64673,WISEA J234022.82-002136.9,23h40m22.8210s,-00d21m36.997s,355.0950875,-0.3602771,IrS,,,,55.7245124271366,0,0,12,1,0,0,0,0,0,0
64674,WISEA J233728.17-003902.3,23h37m28.1746s,-00d39m02.301s,354.3673945,-0.6506394,IrS,,,,55.7250074195031,0,0,12,1,0,0,0,0,0,0
64675,WISEA J233925.42+010546.8,23h39m25.4221s,+01d05m46.803s,354.8559254,1.0963342,IrS,,,,55.7251913677849,0,0,12,1,0,0,0,0,0,0
64676,WISEA J234123.50+001620.1,23h41m23.5015s,+00d16m20.100s,355.3479233,0.2722502,*,312955.325536423,1.0439066,SLS,55.7253926778927,5,0,27,6,2,4,0,0,0,0
64677,GALEXMSC J233532.61+010213.6,23h35m32.6144s,+01d02m13.613s,353.885893712727,1.037114829421,UvS,,,,55.7263977901224,0,0,3,1,0,0,0,0,0,0
64678,WISEA J233821.32-003811.2,23h38m21.2827s,-00d38m11.436s,354.5886780117,-0.6365100238,*,,,,55.7265607993493,0,0,17,2,0,4,0,0,0,0
64679,SDSS J234001.00-002640.9,23h40m01.0015s,-00d26m40.996s,355.0041729895,-0.4447213498,*,,,,55.7266575854894,0,0,5,1,0,4,0,0,0,0
64680,WISEA J233407.49+000014.6,23h34m07.5321s,+00d00m13.352s,353.5313838132,0.003708942,G,,,,55.7276299488548,0,0,31,3,0,4,0,0,0,0
64681,WISEA J234030.28+005244.7,23h40m30.2936s,+00d52m44.372s,355.1262234111,0.8789923839,G,,,,55.7280232916741,0,0,27,2,0,4,0,0,0,0
64682,WISEA J233459.30-002151.8,23h34m59.3029s,-00d21m51.930s,353.7470955058,-0.3644250353,*,,,,55.7281195114137,0,0,17,2,0,4,0,0,0,0
64683,WISEA J233710.83+011149.7,23h37m10.8346s,+01d11m49.760s,354.2951442,1.1971558,IrS,,,,55.7283067612121,0,0,12,1,0,0,0,0,0,0
64684,SDSS J233407.35+000021.8,23h34m07.3539s,+00d00m21.835s,353.5306415188,0.0060654384,G,569605.6702,1.9,PUN,55.7288439036577,2,0,15,2,1,4,0,0,0,0
